CustomerID;TotalQuantity;TotalRevenue;OrderCount;CategoryCount;AvgCheck;RecencyDays
15153;2;88.98;2;2;44.49;36
12051;2;39.99;2;2;20;36
15075;2;69.99;2;1;35;36
17808;3;64.97;2;1;32.48;36
11303;3;5875.55;2;2;2937.78;36
14688;3;74.98;1;1;74.98;36
18109;3;123.48;1;2;123.48;36
15708;3;74.98;1;1;74.98;36
23608;3;2510.94;1;2;2510.94;36
28208;3;2398.05;1;2;2398.05;36
28412;3;45.58;1;2;45.58;36
21350;3;69.97;1;1;69.97;36
26506;3;64.97;1;1;64.97;36
27835;4;43.46;1;2;43.46;36
17810;4;73.96;2;2;36.98;36
11002;4;8114.04;3;2;2704.68;36
15559;5;86.56;3;2;28.85;36
13871;5;3060.5225;2;3;1530.26;36
17307;5;132.95;2;2;66.48;36
14851;7;2802.4925;2;3;1401.25;36
13670;1;24.49;3;2;8.16;37
26911;1;3.99;1;1;3.99;37
22643;1;1120.49;1;1;1120.49;37
23623;1;3.99;1;1;3.99;37
25759;1;742.35;1;1;742.35;37
16582;1;35;1;1;35;37
14404;1;4.99;1;1;4.99;37
17484;1;21.98;2;2;10.99;37
15809;1;32.6;2;1;16.3;37
23255;2;39.98;1;1;39.98;37
28141;2;94.48;1;1;94.48;37
27128;2;1155.48;1;2;1155.48;37
15366;2;59.98;1;1;59.98;37
22300;2;548.98;1;2;548.98;37
28918;2;23.78;1;1;23.78;37
19005;2;94.48;1;1;94.48;37
27770;2;751.34;1;2;751.34;37
21608;2;574.98;1;2;574.98;37
19401;2;1170.48;1;2;1170.48;37
20663;2;1750.98;1;2;1750.98;37
12791;2;29.93;1;1;29.93;37
19407;2;1155.48;1;2;1155.48;37
14973;2;29.93;1;1;29.93;37
26237;2;27.28;1;1;27.28;37
11096;2;5669.98;3;2;1889.99;37
13624;2;59.98;3;1;19.99;37
11997;3;4649.83;3;3;1549.94;37
17648;3;1777.7775;3;2;592.59;37
14425;3;5997.33;3;2;1999.11;37
15468;3;159.99;3;2;53.33;37
18973;3;567.27;1;2;567.27;37
23636;3;2479.94;1;2;2479.94;37
14174;3;38.88;1;1;38.88;37
23237;3;68.97;1;1;68.97;37
25902;3;64.97;1;1;64.97;37
26340;3;64.97;1;1;64.97;37
27229;4;93.46;1;2;93.46;37
25098;4;1251.12;1;2;1251.12;37
22946;4;3911.5325;2;2;1955.77;37
11525;4;5935.55;2;2;2967.78;37
12059;4;5930.23;2;2;2965.12;37
11413;4;5750.95;4;3;1437.74;37
13802;5;79.46;1;2;79.46;37
15378;5;76.95;3;2;25.65;37
11479;6;4416.6396;3;2;1472.21;37
20160;6;4237.22;2;3;2118.61;37
11122;1;7.95;3;1;2.65;38
14209;1;4.99;3;1;1.66;38
28817;1;69.99;1;1;69.99;38
16254;1;24.99;1;1;24.99;38
28793;1;24.99;1;1;24.99;38
17738;1;24.99;1;1;24.99;38
28094;1;2.29;1;1;2.29;38
23770;1;4.99;1;1;4.99;38
28248;1;4.99;1;1;4.99;38
17137;1;4.99;1;1;4.99;38
14516;1;24.99;2;2;12.5;38
12646;1;4.99;2;2;2.5;38
26037;2;38.98;1;1;38.98;38
19632;2;56.98;1;1;56.98;38
21367;2;7.28;1;1;7.28;38
23711;2;34.98;1;1;34.98;38
18150;2;76.97;1;1;76.97;38
11160;2;2322.28;1;2;2322.28;38
28810;2;78.98;1;2;78.98;38
16846;2;123.98;2;2;61.99;38
11470;2;4344.0882;2;1;2172.04;38
11983;2;5873.26;2;1;2936.63;38
14840;2;33.98;2;2;16.99;38
12509;2;12.98;3;2;4.33;38
11460;2;5694.98;3;3;1898.33;38
11902;2;6.28;3;2;2.09;38
14428;3;5991.33;3;2;1997.11;38
14655;3;69.97;3;2;23.32;38
11883;3;42.28;2;1;21.14;38
11178;3;102.48;2;2;51.24;38
11806;3;42.28;2;2;21.14;38
19770;3;4127.25;2;2;2063.62;38
28032;3;75.47;1;2;75.47;38
21212;3;74.98;1;1;74.98;38
22795;3;67.97;1;2;67.97;38
27956;3;553.97;1;2;553.97;38
15301;3;15.23;1;1;15.23;38
13696;3;48.97;1;2;48.97;38
22448;3;2479.94;1;2;2479.94;38
23764;3;2457.33;1;2;2457.33;38
25378;3;38.88;1;1;38.88;38
25129;3;60.47;1;1;60.47;38
20941;3;126.28;1;1;126.28;38
24437;4;2427.04;1;3;2427.04;38
26315;4;2825.4282;2;2;1412.71;38
23858;4;4712.74;2;2;2356.37;38
16694;4;39.22;2;1;19.61;38
15974;4;91.95;3;2;30.65;38
12077;4;94.46;4;2;23.62;38
28674;5;4430.09;2;3;2215.04;38
19450;5;1887.5582;2;3;943.78;38
11298;5;5922.23;2;3;2961.12;38
24778;5;2858.4925;2;2;1429.25;38
19440;5;3492.7575;2;2;1746.38;38
11664;5;5948.24;2;2;2974.12;38
19778;1;69.99;1;1;69.99;39
17640;1;24.99;1;1;24.99;39
28967;1;8.99;1;1;8.99;39
28003;1;4.99;1;1;4.99;39
19090;1;2.29;2;1;1.14;39
18259;1;8.99;2;2;4.5;39
12602;1;8.99;2;2;4.5;39
18346;2;13.98;1;2;13.98;39
29000;2;7.28;1;1;7.28;39
19408;2;1129.48;1;2;1129.48;39
24317;2;34.89;1;1;34.89;39
12979;2;180.98;1;1;180.98;39
28998;2;28.98;1;1;28.98;39
14921;2;7.28;1;1;7.28;39
22639;2;1155.48;1;2;1155.48;39
19177;2;38.98;1;1;38.98;39
21720;2;14.98;1;1;14.98;39
27774;2;771.34;1;2;771.34;39
28309;2;2419.06;1;2;2419.06;39
15126;2;58.98;2;2;29.49;39
14857;2;78.98;2;2;39.49;39
17254;2;93.49;2;2;46.74;39
17036;2;56.97;2;2;28.48;39
11827;3;148.47;5;2;29.69;39
11493;3;5729.97;3;2;1909.99;39
18707;3;120.47;2;2;60.24;39
26748;3;1357.97;2;2;678.98;39
13870;3;3282.83;2;2;1641.42;39
11816;3;5933.25;2;2;2966.62;39
11395;3;5729.97;2;2;2864.98;39
28410;3;60.47;1;1;60.47;39
18632;3;32.27;1;1;32.27;39
13698;3;32.27;1;1;32.27;39
20199;3;2502.83;1;3;2502.83;39
24776;3;91.58;1;1;91.58;39
21601;4;589.96;1;3;589.96;39
18549;4;1169.46;1;2;1169.46;39
12032;4;614.96;1;2;614.96;39
16887;4;1769.96;1;2;1769.96;39
21159;4;74.46;1;2;74.46;39
27777;4;778.62;1;2;778.62;39
17070;4;123.96;2;2;61.98;39
15561;4;1375.26;2;2;687.63;39
13962;4;40.22;2;2;20.11;39
11741;4;6079.24;2;2;3039.62;39
16482;4;4783.74;2;3;2391.87;39
22112;4;6047.32;2;3;3023.66;39
15498;4;74.46;3;2;24.82;39
15526;4;96.07;3;2;32.02;39
24899;5;105.45;1;2;105.45;39
18758;5;73.55;3;2;24.52;39
12011;5;3993.46;3;3;1331.15;39
11837;5;5923.23;2;2;2961.62;39
11326;5;5948.24;2;2;2974.12;39
11297;5;5948.24;2;2;2974.12;39
26743;5;1371.95;2;2;685.98;39
14307;1;159;3;1;53;40
21022;1;539.99;1;1;539.99;40
27806;1;3.99;1;1;3.99;40
26691;1;28.99;1;1;28.99;40
18197;1;8.99;2;2;4.5;40
16193;1;4.99;2;2;2.5;40
12113;1;2294.99;2;3;1147.5;40
14678;1;49.99;2;2;25;40
17243;1;53.99;2;2;27;40
23937;2;38.98;1;1;38.98;40
18094;2;68.49;1;2;68.49;40
20588;2;27.28;1;1;27.28;40
26865;2;123.99;1;1;123.99;40
25435;2;36.59;1;1;36.59;40
18963;2;589.98;1;2;589.98;40
29268;2;38.98;1;1;38.98;40
17705;2;29.98;2;1;14.99;40
17302;2;58.98;2;2;29.49;40
11351;2;5669.98;3;2;1889.99;40
14102;3;2910.8996;3;3;970.3;40
17385;3;69.97;3;2;23.32;40
14939;3;5997.33;3;2;1999.11;40
18286;3;69.97;2;1;34.98;40
18871;3;86.96;2;1;43.48;40
18303;3;6030.61;2;2;3015.3;40
11492;3;4404.0782;2;2;2202.04;40
14782;3;66.96;1;1;66.96;40
12793;3;120.47;1;2;120.47;40
25102;3;71.58;1;1;71.58;40
22492;3;67.97;1;2;67.97;40
21787;3;17.27;1;1;17.27;40
12938;3;81.46;1;2;81.46;40
27293;3;88.97;1;1;88.97;40
19920;4;91.96;1;2;91.96;40
18273;4;6104.21;2;3;3052.1;40
11353;4;5684.96;3;3;1894.99;40
11965;5;94.25;3;2;31.42;40
23412;5;3586.81;2;3;1793.4;40
11528;6;5959.71;2;3;2979.86;40
12639;1;49.99;1;1;49.99;41
19703;1;69.99;1;1;69.99;41
16235;1;2443.35;1;1;2443.35;41
27176;1;21.49;1;1;21.49;41
22287;1;539.99;1;1;539.99;41
29228;1;24.99;1;1;24.99;41
16039;1;4.99;1;1;4.99;41
24064;1;4.99;1;1;4.99;41
12593;1;8.99;2;2;4.5;41
11714;1;53.99;2;2;27;41
11866;1;7.95;2;1;3.98;41
15397;2;39.98;1;1;39.98;41
21234;2;119.98;1;1;119.98;41
28542;2;78.98;1;1;78.98;41
11162;2;2329.98;1;2;2329.98;41
13235;2;56.97;1;1;56.97;41
13568;2;119.98;1;1;119.98;41
18449;2;30.97;2;2;15.48;41
11317;2;5873.26;2;1;2936.63;41
24608;2;2120.9275;2;1;1060.46;41
11459;3;5722.27;3;2;1907.42;41
14081;3;3451.7375;2;2;1725.87;41
28770;3;4355.61;2;2;2177.8;41
11832;3;74.98;2;2;37.49;41
16936;3;63.97;1;1;63.97;41
19056;3;37.93;1;1;37.93;41
21649;3;553.97;1;2;553.97;41
21500;3;22.93;1;1;22.93;41
21646;3;563.77;1;2;563.77;41
18530;3;113.97;1;2;113.97;41
14799;4;92.96;2;2;46.48;41
25646;1;539.99;1;1;539.99;42
29249;1;24.99;1;1;24.99;42
18017;1;24.99;1;1;24.99;42
27807;1;4.99;1;1;4.99;42
24894;1;4.99;1;1;4.99;42
12046;1;8.99;2;2;4.5;42
18267;1;34.99;2;1;17.5;42
20210;2;2478.34;1;2;2478.34;42
23252;2;14.98;1;1;14.98;42
24855;2;25.48;1;1;25.48;42
24103;2;1754.98;1;2;1754.98;42
19643;2;123.98;1;1;123.98;42
24206;2;1754.98;1;2;1754.98;42
16802;2;13.98;1;2;13.98;42
28498;2;78.98;1;1;78.98;42
19533;2;1155.48;1;2;1155.48;42
16232;2;2475.95;1;2;2475.95;42
16927;2;30.97;2;2;15.48;42
17657;2;75.97;2;2;37.98;42
11882;2;39.99;2;1;20;42
11507;2;28.48;16;2;1.78;42
13206;3;69.97;3;2;23.32;42
16611;3;42.93;2;1;21.46;42
11884;3;74.98;2;1;37.49;42
11950;3;74.98;2;1;37.49;42
11865;3;106.97;2;2;53.48;42
16942;3;2751.4175;2;2;1375.71;42
13862;3;2986.0425;2;2;1493.02;42
14518;3;63.97;2;2;31.98;42
25640;3;2428.05;1;3;2428.05;42
25788;3;60.47;1;1;60.47;42
16013;3;89.97;1;2;89.97;42
22345;3;73.97;1;2;73.97;42
23109;3;37.27;1;1;37.27;42
26493;3;64.97;1;1;64.97;42
17806;3;64.97;1;1;64.97;42
14703;3;42.28;1;1;42.28;42
21565;3;48.98;1;2;48.98;42
26838;3;36.27;1;1;36.27;42
21048;4;578.46;1;3;578.46;42
21024;4;562.96;1;3;562.96;42
21619;4;556.26;1;2;556.26;42
11023;4;115.96;2;2;57.98;42
24429;5;146.06;1;2;146.06;42
12071;5;5973.24;2;2;2986.62;42
19380;5;1934.75;2;2;967.38;42
13318;6;116.91;4;2;29.23;42
22064;1;69.99;1;1;69.99;43
12906;1;21.98;1;1;21.98;43
23406;1;29.99;1;1;29.99;43
12244;1;49.99;2;2;25;43
15742;2;39.98;1;1;39.98;43
20779;2;14.98;1;1;14.98;43
26873;2;1249.84;1;2;1249.84;43
16812;2;1735.98;1;2;1735.98;43
19010;2;78.98;1;1;78.98;43
14845;2;7.28;1;1;7.28;43
25835;2;27.28;1;1;27.28;43
23130;2;32.28;1;1;32.28;43
25615;2;574.98;1;2;574.98;43
17994;2;27.28;1;1;27.28;43
22646;2;1155.48;1;2;1155.48;43
24521;2;2419.06;1;2;2419.06;43
19392;2;27.28;1;1;27.28;43
23140;2;38.98;1;2;38.98;43
23861;2;152.6;1;1;152.6;43
22327;2;574.98;1;2;574.98;43
11931;2;84.98;2;2;42.49;43
11382;2;4344.0882;2;1;2172.04;43
24614;2;2120.9275;2;1;1060.46;43
15826;3;120.48;4;2;30.12;43
12895;3;37.27;4;2;9.32;43
14633;3;71.58;3;2;23.86;43
11998;3;4624.83;3;2;1541.61;43
15922;3;15.23;2;2;7.62;43
17082;3;3891.5425;2;2;1945.77;43
13667;3;3001.0425;2;2;1500.52;43
23046;3;37.27;1;1;37.27;43
24297;3;38.88;1;1;38.88;43
24469;3;64.47;1;2;64.47;43
22097;3;61.96;1;1;61.96;43
21525;3;32.27;1;1;32.27;43
17016;4;98.96;1;2;98.96;43
17850;4;78.96;1;2;78.96;43
13856;4;2982.0225;2;3;1491.01;43
14058;5;3355.2396;3;2;1118.41;43
24612;5;2152.1975;2;2;1076.1;43
16675;5;4385.03;2;2;2192.52;43
18296;6;6117.69;2;3;3058.84;43
28391;1;32.6;1;1;32.6;44
20146;1;3.99;1;1;3.99;44
25890;1;24.99;1;1;24.99;44
22281;1;539.99;1;1;539.99;44
16441;1;24.99;1;1;24.99;44
18111;1;4.99;1;1;4.99;44
16627;1;29.99;2;1;15;44
16477;2;39.98;1;1;39.98;44
18751;2;39.98;1;1;39.98;44
17554;2;39.98;1;1;39.98;44
16877;2;39.98;1;1;39.98;44
22143;2;39.98;1;1;39.98;44
24083;2;2419.06;1;2;2419.06;44
17035;2;58.98;1;2;58.98;44
20378;2;119.98;1;1;119.98;44
23602;2;38.98;1;1;38.98;44
27222;2;11.94;1;1;11.94;44
26736;2;25.48;1;1;25.48;44
19185;2;58.98;1;2;58.98;44
25675;2;548.98;1;2;548.98;44
19535;2;1170.48;1;2;1170.48;44
21459;2;14.98;1;1;14.98;44
25672;2;7.28;1;1;7.28;44
29248;2;27.28;1;1;27.28;44
21070;2;30.48;1;2;30.48;44
23223;2;1155.48;1;2;1155.48;44
29214;2;59.98;1;1;59.98;44
13341;2;141.98;1;1;141.98;44
25521;2;30.48;1;2;30.48;44
23801;2;82.59;1;2;82.59;44
11826;2;5898.26;2;1;2949.13;44
16593;2;7.28;2;2;3.64;44
11984;2;2329.98;2;2;1164.99;44
12503;2;25.48;2;2;12.74;44
11398;2;5694.98;3;2;1898.33;44
12530;2;123.98;4;2;31;44
11922;2;34.98;5;2;7;44
15217;3;31.27;2;1;15.64;44
11637;3;39.58;2;1;19.79;44
15137;3;97.97;2;2;48.98;44
19432;3;1869.5782;2;2;934.79;44
11819;3;42.28;2;2;21.14;44
15125;3;31.27;2;2;15.64;44
11650;3;74.98;2;2;37.49;44
29247;3;2447.05;1;2;2447.05;44
13485;3;36.96;1;1;36.96;44
21650;3;553.97;1;2;553.97;44
19241;3;148.47;1;1;148.47;44
11523;3;2376.96;1;2;2376.96;44
27837;3;60.47;1;1;60.47;44
26543;3;14.23;1;1;14.23;44
28327;4;2407.04;1;3;2407.04;44
27815;4;110.46;1;2;110.46;44
22970;4;78.96;1;2;78.96;44
16221;4;588.96;1;2;588.96;44
11647;5;2365.94;1;3;2365.94;44
19448;5;3543.8775;2;3;1771.94;44
21252;5;94.45;2;2;47.22;44
26673;5;1505.76;2;2;752.88;44
11663;5;5948.24;2;2;2974.12;44
13639;1;3.99;3;1;1.33;45
20361;1;69.99;1;1;69.99;45
28323;1;2384.07;1;1;2384.07;45
17649;1;3.99;1;1;3.99;45
12514;1;8.99;1;1;8.99;45
11737;1;34.99;2;1;17.5;45
17583;2;39.98;1;1;39.98;45
25815;2;39.98;1;1;39.98;45
18635;2;162.99;1;1;162.99;45
16222;2;561.48;1;2;561.48;45
12948;2;76.97;1;1;76.97;45
21110;2;34.98;1;1;34.98;45
23758;2;1754.98;1;2;1754.98;45
19521;2;53.98;1;2;53.98;45
14166;2;71.97;1;2;71.97;45
29411;2;1223.84;1;2;1223.84;45
18469;2;6021.62;2;1;3010.81;45
16459;2;7.28;2;1;3.64;45
11723;3;69.98;5;1;14;45
19459;3;3478.7775;2;2;1739.39;45
19336;3;1957.47;2;2;978.74;45
20154;3;4153.25;2;2;2076.62;45
11217;3;5953.25;2;2;2976.62;45
29391;3;3949.97;2;2;1974.98;45
19381;3;1953.47;2;2;976.74;45
22642;3;1198.97;1;2;1198.97;45
23069;3;69.97;1;1;69.97;45
19544;3;132.97;1;1;132.97;45
14820;3;37.27;1;1;37.27;45
17211;3;47.94;1;1;47.94;45
24389;3;45.58;1;2;45.58;45
14505;3;61.96;1;1;61.96;45
21050;3;583.97;1;3;583.97;45
19639;3;64.47;1;2;64.47;45
28107;4;810.32;1;3;810.32;45
23630;4;2481.82;1;3;2481.82;45
26250;4;156.27;1;1;156.27;45
16223;4;562.96;1;3;562.96;45
11665;4;5930.23;2;2;2965.12;45
18644;4;100.46;2;2;50.23;45
11378;4;4436.3896;2;2;2218.19;45
11534;4;5919.73;2;3;2959.86;45
11979;4;2352.21;2;3;1176.1;45
12054;4;139.97;5;1;27.99;45
12892;4;156.27;4;2;39.07;45
21031;5;597.95;1;3;597.95;45
14830;5;6011.31;3;2;2003.77;45
11688;5;5967.23;2;3;2983.62;45
16740;5;6099.1;2;3;3049.55;45
26317;5;2862.7396;2;2;1431.37;45
20838;6;2541.94;2;3;1270.97;45
12012;1;8.99;3;2;3;46
13349;1;21.98;1;1;21.98;46
28737;1;69.99;1;1;69.99;46
20334;1;69.99;1;1;69.99;46
12869;1;32.6;1;1;32.6;46
26551;1;28.99;1;1;28.99;46
19247;1;24.99;1;1;24.99;46
22559;1;4.99;1;1;4.99;46
17165;1;4.99;1;1;4.99;46
18282;1;21.98;2;2;10.99;46
15158;2;39.98;1;1;39.98;46
23289;2;34.98;1;1;34.98;46
27910;2;574.98;1;2;574.98;46
18990;2;561.97;1;2;561.97;46
21630;2;14.98;1;1;14.98;46
21648;2;548.98;1;2;548.98;46
26480;2;23.78;1;1;23.78;46
25097;2;1268.84;1;2;1268.84;46
22739;2;7.28;1;1;7.28;46
27192;2;33.98;1;1;33.98;46
16418;2;27.28;1;1;27.28;46
13499;2;133.49;1;1;133.49;46
23449;2;7.28;1;1;7.28;46
11703;2;62.98;2;2;31.49;46
15052;2;7.28;2;1;3.64;46
16910;2;71.97;2;2;35.98;46
14125;2;3772.4096;2;1;1886.2;46
13120;2;49.48;3;2;16.49;46
13613;2;27.28;3;2;9.09;46
13268;3;68.97;4;2;17.24;46
12040;3;42.28;2;2;21.14;46
12260;3;182.78;2;2;91.39;46
16405;3;3262.83;2;2;1631.42;46
18483;3;6056.61;2;2;3028.3;46
14859;3;31.27;2;2;15.64;46
17086;3;4194.33;2;2;2097.16;46
11834;3;5908.25;2;2;2954.12;46
14073;3;38.88;2;2;19.44;46
24952;3;71.58;1;1;71.58;46
24292;3;38.88;1;1;38.88;46
22640;3;1149.47;1;2;1149.47;46
28049;3;27.77;1;1;27.77;46
25719;3;60.47;1;1;60.47;46
28326;4;2442.54;1;3;2442.54;46
24662;4;2493.54;1;3;2493.54;46
11198;4;98.47;2;2;49.24;46
15461;4;83.97;2;2;41.98;46
22893;4;6056.51;2;2;3028.26;46
21092;4;2511.26;2;2;1255.63;46
14011;4;3831.8896;2;3;1915.94;46
11425;6;4551.0582;6;3;758.51;46
12132;10;8601.23;5;2;1720.25;46
19262;1;24.99;1;1;24.99;47
29290;1;4.99;1;1;4.99;47
11923;1;35;2;1;17.5;47
14008;1;34.99;2;1;17.5;47
14507;2;39.98;1;1;39.98;47
16057;2;39.98;1;1;39.98;47
20940;2;38.98;1;1;38.98;47
26401;2;38.98;1;1;38.98;47
21715;2;14.98;1;1;14.98;47
23502;2;32.28;1;1;32.28;47
27953;2;548.98;1;2;548.98;47
14916;2;26.97;1;1;26.97;47
14707;2;37.29;1;1;37.29;47
11081;2;37.29;2;2;18.64;47
16454;2;39.98;2;1;19.99;47
15031;2;32.28;2;2;16.14;47
14848;2;2746.5525;2;1;1373.28;47
11817;2;5898.26;2;1;2949.13;47
11432;3;4401.3996;6;3;733.57;47
17381;3;188.93;2;1;94.46;47
11957;3;48.97;2;1;24.48;47
16166;3;69.97;2;1;34.98;47
23209;3;4802.11;2;2;2401.06;47
19451;3;1869.5782;2;2;934.79;47
11825;3;5900.55;2;2;2950.28;47
28769;3;4329.61;2;2;2164.8;47
18055;3;36.96;2;2;18.48;47
28450;3;68.97;1;1;68.97;47
25743;3;786.33;1;3;786.33;47
13153;3;106.96;1;2;106.96;47
26985;3;1164.47;1;3;1164.47;47
28402;3;71.58;1;1;71.58;47
24930;3;64.97;1;1;64.97;47
12716;3;78.48;1;2;78.48;47
27821;3;2428.05;1;3;2428.05;47
17637;3;149.98;1;1;149.98;47
24777;3;71.58;1;1;71.58;47
14339;4;71.95;1;1;71.95;47
25096;4;1236.78;1;2;1236.78;47
16663;4;4471.74;2;2;2235.87;47
23164;4;4807.1;2;2;2403.55;47
12295;4;45.22;4;2;11.3;47
21574;5;124.45;1;2;124.45;47
11485;5;5798.46;3;3;1932.82;47
16870;5;116.44;3;2;38.81;47
12277;5;3309.2396;3;3;1103.08;47
11724;6;113.86;5;2;22.77;47
26599;1;28.99;1;1;28.99;48
17014;1;4.99;1;1;4.99;48
12567;1;8.99;2;2;4.5;48
11961;1;34.99;2;1;17.5;48
26395;2;25.48;1;1;25.48;48
22705;2;38.98;1;1;38.98;48
19826;2;71.97;1;2;71.97;48
25803;2;30.48;1;2;30.48;48
27729;2;12.98;1;2;12.98;48
28903;2;23.78;1;1;23.78;48
23989;2;58.98;1;2;58.98;48
14468;2;7.28;1;1;7.28;48
15112;2;94.48;1;1;94.48;48
25156;2;36.59;1;1;36.59;48
17369;2;7.28;1;1;7.28;48
12506;2;119.98;1;1;119.98;48
21442;2;14.98;1;1;14.98;48
18053;2;7.28;1;1;7.28;48
16563;2;13.98;2;2;6.99;48
15216;2;27.28;2;2;13.64;48
11098;2;29.98;3;2;9.99;48
25820;3;48.97;1;2;48.97;48
21254;3;89.97;1;2;89.97;48
16568;3;69.97;1;1;69.97;48
21033;3;553.97;1;2;553.97;48
18557;3;1179.47;1;2;1179.47;48
22653;4;1188.46;1;3;1188.46;48
22924;4;90.95;1;2;90.95;48
25701;4;600.46;1;2;600.46;48
19570;4;45.95;2;2;22.98;48
28678;4;4337.56;2;2;2168.78;48
18926;4;91.95;2;1;45.98;48
13884;6;3043.0025;2;2;1521.5;48
11346;7;4503.0482;2;3;2251.52;48
13275;1;21.98;1;1;21.98;49
20460;1;21.49;1;1;21.49;49
25616;1;539.99;1;1;539.99;49
25547;1;3.99;1;1;3.99;49
21030;1;539.99;1;1;539.99;49
13596;1;9.99;1;1;9.99;49
24415;1;4.99;1;1;4.99;49
12837;1;4.99;1;1;4.99;49
12367;1;49.99;2;2;25;49
19277;2;39.98;1;1;39.98;49
20255;2;75.48;1;2;75.48;49
28101;2;78.98;1;1;78.98;49
27002;2;38.98;1;1;38.98;49
22167;2;123.98;1;1;123.98;49
23682;2;59.98;1;1;59.98;49
14901;2;7.28;1;1;7.28;49
11404;2;33.98;1;1;33.98;49
14644;2;7.28;1;1;7.28;49
18145;2;71.97;1;2;71.97;49
18986;2;56.97;1;1;56.97;49
14156;2;33.98;2;1;16.99;49
17786;2;39.98;2;2;19.99;49
11329;2;5898.26;2;1;2949.13;49
11115;2;27.28;3;2;9.09;49
14582;2;14.98;3;1;4.99;49
14359;2;78.98;3;2;26.33;49
14940;3;5997.33;3;2;1999.11;49
11231;3;61.97;2;1;30.98;49
11065;3;196.29;2;1;98.14;49
15720;3;35.23;2;1;17.62;49
11831;3;5933.25;2;2;2966.62;49
26123;3;64.97;1;1;64.97;49
28631;3;144.47;1;1;144.47;49
21003;3;49.97;1;2;49.97;49
22055;3;23.97;1;2;23.97;49
21061;4;607.96;1;3;607.96;49
19402;4;1254.47;1;2;1254.47;49
19529;4;1169.46;1;2;1169.46;49
21647;4;608.96;1;2;608.96;49
16514;4;4761.74;2;2;2380.87;49
11793;4;101.96;2;1;50.98;49
15631;4;4380.04;3;2;1460.01;49
13668;4;106.26;3;2;35.42;49
12123;4;4401.0582;4;3;1100.26;49
11500;5;118.96;16;2;7.44;49
20861;5;1589.44;3;2;529.81;49
26667;5;1390.95;2;3;695.48;49
11227;5;5910.22;2;2;2955.11;49
19766;5;4167.23;2;2;2083.62;49
27420;1;69.99;1;1;69.99;50
21382;1;69.99;1;1;69.99;50
15414;1;4.99;1;1;4.99;50
19327;1;4.99;1;1;4.99;50
15469;2;39.98;1;1;39.98;50
15330;2;39.98;1;1;39.98;50
19405;2;1170.48;1;2;1170.48;50
27283;2;119.98;1;1;119.98;50
22620;2;573.98;1;2;573.98;50
22090;2;32.28;1;1;32.28;50
18687;2;94.48;1;1;94.48;50
22052;2;14.98;1;1;14.98;50
13339;2;30.97;1;2;30.97;50
17105;2;39.98;2;2;19.99;50
13815;2;33.98;2;2;16.99;50
11675;2;5898.26;2;1;2949.13;50
13138;2;58.98;3;1;19.66;50
11642;2;49.48;5;2;9.9;50
13095;3;69.97;4;2;17.49;50
11820;3;60.47;5;2;12.09;50
16097;3;46.58;3;1;15.53;50
17975;3;1518.5782;2;2;759.29;50
19455;3;3478.7775;2;2;1739.39;50
11953;3;22.97;2;2;11.48;50
18967;3;132.97;1;1;132.97;50
18384;3;103.48;1;2;103.48;50
17092;3;37.27;1;1;37.27;50
27996;3;67.93;1;1;67.93;50
11016;3;2332.28;1;2;2332.28;50
24141;3;15.23;1;1;15.23;50
21309;3;1183.47;1;2;1183.47;50
25627;3;47.97;1;2;47.97;50
18885;4;110.46;1;2;110.46;50
13848;4;61.45;1;2;61.45;50
11618;4;2369.96;1;2;2369.96;50
12052;4;5935.55;2;2;2967.78;50
13854;4;3247.82;2;2;1623.91;50
28673;4;4380.1;2;3;2190.05;50
11946;4;3954.96;3;2;1318.32;50
11276;4;66.26;27;2;2.45;50
11414;5;5798.96;4;3;1449.74;50
23172;5;4809.39;2;2;2404.7;50
21332;5;2616.8582;2;2;1308.43;50
16324;5;3282.81;2;2;1641.4;50
17601;5;155.45;2;2;77.72;50
11406;6;4415.0382;2;3;2207.52;50
11113;6;101.93;3;1;33.98;50
11619;1;34.99;16;2;2.19;51
14087;1;159;3;2;53;51
25645;1;21.49;1;1;21.49;51
26904;1;28.99;1;1;28.99;51
25844;1;24.99;1;1;24.99;51
22491;1;4.99;1;1;4.99;51
17368;1;4.99;1;1;4.99;51
14231;1;24.99;2;2;12.5;51
18290;1;8.99;2;2;4.5;51
12643;1;8.99;2;2;4.5;51
24829;2;34.89;1;1;34.89;51
16119;2;13.98;1;2;13.98;51
22328;2;548.98;1;2;548.98;51
26468;2;27.28;1;1;27.28;51
29451;2;25.48;1;1;25.48;51
22455;2;29.48;1;2;29.48;51
14465;2;7.28;1;1;7.28;51
23088;2;32.28;1;1;32.28;51
18583;2;119.98;1;1;119.98;51
28764;2;27.28;1;1;27.28;51
18757;2;78.98;1;1;78.98;51
16888;2;1754.98;1;2;1754.98;51
11234;2;38.98;2;1;19.49;51
18252;2;6021.62;2;1;3010.81;51
11635;2;39.99;2;1;20;51
17964;2;3396.4125;3;3;1132.14;51
17983;3;3405.4025;3;3;1135.13;51
14101;3;2888.5782;3;3;962.86;51
16608;3;71.58;2;1;35.79;51
18604;3;37.27;2;1;18.64;51
11620;3;42.28;2;1;21.14;51
11531;3;5875.55;2;2;2937.78;51
11691;3;65.97;2;2;32.98;51
29398;3;3964.47;2;2;1982.24;51
19531;3;1179.97;1;3;1179.97;51
22462;3;553.97;1;2;553.97;51
21111;3;37.27;1;1;37.27;51
